renglon,año,ent,id_ent,cvegeo,pob,pobh,pobm,nac,defs,emigintnal,inmigintnal,emigest,inmigest,crecnat,crecsoct,crect,e0h,e0m,e0,mnest,mnintnal,tmih,tmim,tmi,tbm,tbn,tcn,tcs,tc,temigest,tinmigest,tmnetest,tmnetintnal,tgf
847,2016,Puebla,21,21,6254596.747,3000124.645,3254472.102,126999.3371,35636,28784.92017,2835.391102,40528.3591,35109.67234,91363.33706,-31368.21583,59995.12123,72.11649896,77.98996473,74.98160422,-5418.686759,-25949.52907,15.9187974,12.95211243,14.471634,5.697569554,20.30496005,1.460739049,-0.501522594,0.959216456,0.647977172,0.561341902,-0.08663527,-0.414887324,2.348951289
848,2017,Puebla,21,21,6313789.102,3027312.317,3286476.785,126478.9772,36134,29010.33464,2537.016109,40737.40197,35275.66537,90344.97724,-31935.05514,58409.9221,72.31194428,78.12166801,75.14595585,-5461.736606,-26473.31853,15.3695451,12.50522078,13.97231373,5.723029296,20.03218277,1.430915347,-0.505798572,0.925116775,0.64521322,0.558708326,-0.086504895,-0.419293678,2.326206899
849,2018,Puebla,21,21,6371380.815,3053654.002,3317726.813,125925.9149,36696,29217.88883,2272.019156,40926.64347,35429.06106,89229.91486,-32443.45208,56786.46277,72.46510596,78.2442745,75.28421256,-5497.582408,-26945.86968,14.85480082,12.08640612,13.50436438,5.759505053,19.76430518,1.400480013,-0.509205979,0.891274033,0.642351237,0.556065664,-0.086285572,-0.422920407,2.305224583
850,2019,Puebla,21,21,6427326.783,3079115.933,3348210.85,125333.2228,37270,29407.12922,2036.483061,41095.39702,35569.79755,88063.22279,-32896.24563,55166.97717,72.61710923,78.36570344,75.42130153,-5525.599463,-27370.64616,14.37268341,11.69413787,13.06607583,5.798678246,19.50005454,1.370137629,-0.51181847,0.858319159,0.639385524,0.553415109,-0.085970414,-0.425848056,2.285882434
851,2020,Puebla,21,21,6481536.017,3103659.632,3377876.385,124700.1663,37857,29578.01299,1826.981747,41243.6698,35698.10703,86843.16628,-33296.59401,53546.57228,72.76802605,78.48602211,75.55729242,-5545.562769,-27751.03124,13.92137637,11.32693805,12.6557967,5.840745141,19.23929235,1.33985472,-0.513714557,0.826140164,0.636325551,0.55076616,-0.085559391,-0.428155165,2.268064645
852,2021,Puebla,21,21,6534228.151,3127430.529,3406797.622,124033.6149,38459,29730.9462,1826.956502,41372.00634,35814.4484,85574.61488,-33461.54764,52113.06724,72.91792537,78.60529488,75.69225196,-5557.557941,-27903.9897,13.49913102,10.98338388,12.27193729,5.885775506,18.98213714,1.309636164,-0.512096408,0.797539756,0.633158276,0.548105263,-0.085053013,-0.427043395,2.251661602
853,2022,Puebla,21,21,6585610.937,3150563.191,3435047.746,123341.7319,39077,29867.84885,1826.931308,41482.58902,35920.5591,84264.73186,-33602.94745,50661.78441,73.06687296,78.72358301,75.82624372,-5562.029912,-28040.91754,13.10426869,10.66210952,11.91297153,5.933693985,18.72897337,1.279527939,-0.51024799,0.769279948,0.629897354,0.545440043,-0.084457311,-0.425790679,2.236569881
854,2023,Puebla,21,21,6635543.51,3172973.81,3462569.7,122623.686,39711,29989.46492,1826.906177,41575.99074,36016.86721,82912.68598,-33721.68227,49191.00371,73.21493128,78.84094465,75.95932805,-5559.12353,-28162.55874,12.73518204,10.36180721,11.57743822,5.984588895,18.47982547,1.249523658,-0.508197742,0.741325916,0.626564963,0.542786995,-0.083777968,-0.424419774,2.222692189
855,2024,Puebla,21,21,6684002.724,3194654.368,3489348.356,121876.3654,40363,30096.60016,1826.881118,41652.89874,36103.76996,81513.36545,-33818.84782,47694.51763,73.36215942,78.9574347,76.091562,-5549.128776,-28269.71905,12.39033565,10.08122764,11.2639415,6.038746791,18.23403887,1.219529208,-0.505966996,0.713562211,0.623172977,0.540151934,-0.083021043,-0.422945953,2.209937235
856,2025,Puebla,21,21,6730952.287,3215591.088,3515361.199,121109.6921,41034,30190.16834,1826.856141,41714.32753,36181.58805,80075.69208,-33896.05168,46179.6404,73.50861298,79.07310489,76.22299928,-5532.739483,-28363.3122,12.06826589,9.819179972,10.97115081,6.096314199,17.99295061,1.189663641,-0.503584786,0.686078855,0.619738868,0.537540403,-0.082198465,-0.421386321,2.198219567
857,2026,Puebla,21,21,6776371.003,3235778.677,3540592.325,120338.6605,41723,30271.24294,1826.831257,41761.57807,36250.69503,78615.66049,-33955.29473,44660.36576,73.65434414,79.18800373,76.35369028,-5510.883041,-28444.41169,11.76758035,9.574531286,10.69780032,6.157130414,17.75857025,1.160143984,-0.501083762,0.659060222,0.616282344,0.534957354,-0.08132499,-0.419758772,2.187459367
858,2027,Puebla,21,21,6820264.026,3255224.928,3565039.098,119566.6715,42433,30340.90528,1826.806474,41795.90221,36311.64697,77133.67152,-33998.35405,43135.31747,73.79940164,79.30217658,76.4836821,-5484.255246,-28514.09881,11.48695675,9.346205723,10.44268796,6.221606647,17.53109133,1.130948468,-0.498490292,0.632458176,0.612819417,0.53240823,-0.080411187,-0.418079105,2.177582223
859,2028,Puebla,21,21,6862634.429,3273935.183,3588699.246,118789.8104,43162,30400.0699,1826.781802,41818.40279,36365.01735,75627.81039,-34026.67353,41601.13686,73.94383082,79.41566576,76.61301859,-5453.385437,-28573.2881,11.22514149,9.1331833,10.20467408,6.289421423,17.30965151,1.102023008,-0.495825239,0.60619777,0.609363696,0.529898798,-0.079464898,-0.416360341,2.168518889
860,2029,Puebla,21,21,6903458.485,3291901.929,3611556.556,118009.6415,43911,30449.4774,1826.757251,41830.14831,36411.38428,74098.64147,-34041.48418,40057.15729,74.08767368,79.52851056,76.74174045,-5418.764029,-28622.72015,10.98094786,8.934498487,9.982679874,6.360724859,17.09427843,1.073355357,-0.493107683,0.580247674,0.605930323,0.527436854,-0.078493469,-0.414614214,2.160205022
861,2030,Puebla,21,21,6942481.418,3309001.08,3633480.338,117243.5974,44683,30489.84157,1826.732827,41832.39157,36451.29216,72560.59737,-34044.20815,38516.38922,74.23096899,79.64074739,76.86988528,-5381.099406,-28663.10875,10.75325412,8.749238581,9.775685565,6.43617135,16.88785181,1.045168046,-0.490375215,0.554792831,0.602556767,0.525047025,-0.077509742,-0.412865473,2.15258093
862,1990,Querétaro,22,22,1245271,615314,629957,39042,6155,7405,341,10347,15767,32887,-1644,31243,68.22596973,74.04356346,71.06382033,5420,-7064,35.81578266,29.14102316,32.55980242,4.94269922,31.35221169,2.640951247,-0.132019456,2.508931791,0.830903474,1.266150099,0.435246625,-0.567266081,3.917435725
863,1991,Querétaro,22,22,1277558,630755,646803,39305,6205,7695,366,10520,16203,33100,-1646,31454,68.59043243,74.33248902,71.39143565,5683,-7329,34.10032566,27.74526497,31.00029605,4.856922347,30.76572649,2.590880414,-0.128839552,2.462040862,0.823445981,1.268279014,0.444833033,-0.573672585,3.779607133
864,1992,Querétaro,22,22,1309252,645978,663274,39465,6257,8064,403,10674,16629,33208,-1706,31502,68.93644031,74.61562816,71.70677584,5955,-7661,32.46351078,26.41349286,29.51228253,4.779064687,30.14316572,2.536410103,-0.13030341,2.406106693,0.815274676,1.270114539,0.454839863,-0.585143273,3.647172195
865,1993,Querétaro,22,22,1340778,661121,679657,39562,6311,8474,461,10823,17040,33251,-1796,31455,69.26364471,74.89090339,72.00864894,6217,-8013,30.90493365,25.14537783,28.09539423,4.706968641,29.50674907,2.479978043,-0.133952079,2.346025964,0.807217899,1.270903908,0.463686009,-0.597638088,3.519977813
866,1994,Querétaro,22,22,1372231,676206,696025,39618,6376,8913,546,10954,17430,33242,-1891,31351,69.57190397,75.15645544,72.29607542,6476,-8367,29.42375108,23.94023384,26.74886462,4.646448011,28.87123232,2.422478431,-0.137804787,2.284673645,0.7982621,1.270194304,0.471932204,-0.60973699,3.398706322
867,1995,Querétaro,22,22,1403630,691114,712516,39640,6454,9394,612,11065,17807,33186,-2040,31146,69.86125628,75.41066838,72.56828657,6742,-8782,28.018731,22.79705841,25.47157364,4.598077841,28.24106068,2.364298284,-0.145337446,2.218960837,0.788313159,1.268639171,0.480326012,-0.625663458,3.284410227
868,1996,Querétaro,22,22,1434671,705641,729030,39555,6533,9933,672,11169,18171,33022,-2259,30763,70.1318919,75.65218312,72.82471689,7002,-9261,26.68830249,21.71457339,24.26209317,4.55365725,27.57078104,2.301712379,-0.157457703,2.144254676,0.778506013,1.26656216,0.488056147,-0.64551385,3.171055885
869,1997,Querétaro,22,22,1465233,719785,745448,39418,6612,10432,762,11252,18514,32806,-2408,30398,70.38412581,75.87989886,73.06499071,7262,-9670,25.43060496,20.69126494,23.11873178,4.512592878,26.902206,2.238961312,-0.164342463,2.074618849,0.767932472,1.263553305,0.495620833,-0.659963296,3.063554971
870,1998,Querétaro,22,22,1495409,733518,761891,39241,6707,10846,861,11323,18826,32534,-2482,30052,70.61837136,76.09296301,73.28890387,7503,-9985,24.24353562,19.72542217,22.03957784,4.485060609,26.24098156,2.175592096,-0.16597466,2.009617436,0.757184155,1.258919801,0.501735646,-0.667710305,2.960883162
871,1999,Querétaro,22,22,1527014,748114,778900,39071,6813,11228,994,11368,19130,32258,-2472,29786,70.83511571,76.29075078,73.49640111,7762,-10234,23.12479449,18.8151737,21.02254044,4.461648682,25.58653686,2.112488818,-0.161884567,1.950604251,0.744459448,1.252771749,0.508312301,-0.670196868,2.863269541
872,2000,Querétaro,22,22,1554518,760736,793782,38857,6924,14438,1125,11448,19479,31933,-5282,26651,71.03489715,76.47283616,73.68755032,8031,-13313,22.07192642,17.95852195,20.06538766,4.454113751,24.99617245,2.05420587,-0.339783779,1.714422091,0.736434059,1.253057218,0.516623159,-0.856406938,2.780711131
873,2001,Querétaro,22,22,1579076,771802,807274,38608,7042,13655,1324,11577,19860,31566,-4048,27518,71.21828467,76.63895642,73.86251479,8283,-12331,21.08235997,17.1533747,19.16578179,4.459570027,24.44974149,1.999017147,-0.256352449,1.742664698,0.733150273,1.25769754,0.524547267,-0.780899716,2.708766281
874,2002,Querétaro,22,22,1607589,784746,822843,38425,7173,12937,1543,11689,20219,31252,-2864,28388,71.38585979,76.78897186,74.02152422,8530,-11394,20.15344259,16.39757374,18.32131144,4.46196136,23.90225362,1.944029226,-0.178154989,1.765874238,0.727113709,1.257721967,0.530608259,-0.708763247,2.637612306
